company_name,address,phone number,latitude,longitude,url
H R Solutions,not found,096642 36920,19.1181463,72.8453316,"https://www.google.com/maps/place/H+R+Solutions/@19.0332774,72.7296824,11z/data=!3m1!5s0x3be7c3e9e8cffb15:0x8c8768b7eb3b94ef!4m10!1m2!2m1!1sHR+Solutions+mumbai!3m6!1s0x3be7c9d6fd6d5237:0x88bb487c57c38855!8m2!3d19.1181463!4d72.8453316!15sChNIUiBTb2x1dGlvbnMgbXVtYmFpWhUiE2hyIHNvbHV0aW9ucyBtdW1iYWmSAQ5jb21wdXRlcl9zdG9yZaoBSwoNL2cvMTFienQ4eGRwMRABMh8QASIb2s9tzLtAQTDvcBSX8U-Rqwqj0SAgFYiXi0zuMhcQAiITaHIgc29sdXRpb25zIG11bWJhaeABAA!16s%2Fg%2F11bzt8xdp1?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
RS HR Team Solutions,not found,022 3948 6666,19.1133513,72.8606207,"https://www.google.com/maps/place/RS+HR+Team+Solutions/@19.1181463,72.5569405,11z/data=!4m10!1m2!2m1!1sHR+Solutions+mumbai!3m6!1s0x3be7c830dede19a3:0xb134e78279fc57bc!8m2!3d19.1133513!4d72.8606207!15sChNIUiBTb2x1dGlvbnMgbXVtYmFpWhUiE2hyIHNvbHV0aW9ucyBtdW1iYWmSARpodW1hbl9yZXNzb3VyY2VfY29uc3VsdGluZ5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNdGRGQXpjWGgzUlJBQqoBVQoNL2cvMTFienQ4eGRwMQoIL20vMDR2bXAQATIfEAEiG9rPbcy7QEEw73AUl_FPkasKo9EgIBWIl4tM7jIXEAIiE2hyIHNvbHV0aW9ucyBtdW1iYWngAQD6AQQIABA6!16s%2Fg%2F11c2pf190t?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
AUM HR Solutions,"First Floor, Ajanta House, A/35, Makwana Rd, opp. Marol Bhavan, Marol, Andheri East, Mumbai, Maharashtra 400059",022 4516 1762,19.1123242,72.8834164,"https://www.google.com/maps/place/AUM+HR+Solutions/@19.1181463,72.5569405,11z/data=!4m10!1m2!2m1!1sHR+Solutions+mumbai!3m6!1s0x646ede09fff96edf:0xab5f5f03e600dc43!8m2!3d19.1123242!4d72.8834164!15sChNIUiBTb2x1dGlvbnMgbXVtYmFpWhUiE2hyIHNvbHV0aW9ucyBtdW1iYWmSARpodW1hbl9yZXNzb3VyY2VfY29uc3VsdGluZ6oBVQoNL2cvMTFienQ4eGRwMQoIL20vMDR2bXAQATIfEAEiG9rPbcy7QEEw73AUl_FPkasKo9EgIBWIl4tM7jIXEAIiE2hyIHNvbHV0aW9ucyBtdW1iYWngAQA!16s%2Fg%2F11w35s_vt0?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Expertical HR Solutions,not found,not found,19.1091664,72.8855009,"https://www.google.com/maps/place/Expertical+HR+Solutions/@19.1181463,72.5569405,11z/data=!3m1!5s0x3be7c813ee257ba9:0x6aad6459c4ed71ef!4m10!1m2!2m1!1sHR+Solutions+mumbai!3m6!1s0x3be7c939f2557abf:0xa15792eec5f0c3e8!8m2!3d19.1091664!4d72.8855009!15sChNIUiBTb2x1dGlvbnMgbXVtYmFpWhUiE2hyIHNvbHV0aW9ucyBtdW1iYWmSARVlbXBsb3ltZW50X2NvbnN1bHRhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblRVUkJOMkZ1VlhWM1JSQUKqAVUKDS9nLzExYnp0OHhkcDEKCC9tLzA0dm1wEAEyHxABIhvaz23Mu0BBMO9wFJfxT5GrCqPRICAViJeLTO4yFxACIhNociBzb2x1dGlvbnMgbXVtYmFp4AEA-gEFCKACED4!16s%2Fg%2F11kjg4d7h8?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
IBM India Private Limited,"4Th Floor, IL&FS Financial Centre, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",022 4058 9000,19.0630158,72.8607968,"https://www.google.com/maps/place/IBM+India+Private+Limited/@19.0829325,72.3842372,9z/data=!3m1!5s0x3bced18e0f572dd5:0x60205ba3f168af62!4m10!1m2!2m1!1sIBM+mumbai!3m6!1s0x3be7c8e7abbbf523:0x73e7d0d166331c7e!8m2!3d19.0630158!4d72.8607968!15sCgpJQk0gbXVtYmFpIgOIAQGSARBzb2Z0d2FyZV9jb21wYW55qgFUCg0vZy8xMWJjNW5rMXRqCggvbS8wM3NjOBABKgciA2libSgAMh4QASIavyN3s2qjWRTK1XxQWalaKFpDYDQs-abDI24yDhACIgppYm0gbXVtYmFp4AEA!16s%2Fg%2F1td7g5zl?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Capgemini India M4 Office,"Plant 5, Main Gate, Godrej & Boyce Compound, Lal Bahadur Shastri Marg, Pirojshanagar, Vikhroli West, Mumbai, Maharashtra 400079",not found,19.100195,72.9199991,"https://www.google.com/maps/place/Capgemini+India+M4+Office/@19.1390327,72.9136935,13z/data=!4m10!1m2!2m1!1sCapgemini+mumbai!3m6!1s0x3be7c7c871c655a9:0x6243f7276c83be44!8m2!3d19.100195!4d72.9199991!15sChBDYXBnZW1pbmkgbXVtYmFpIgOIAQGSARBjb3Jwb3JhdGVfb2ZmaWNlqgFhCg0vZy8xMWJjNXo3dzJxCgkvbS8wM3ZsazAQASoNIgljYXBnZW1pbmkoADIeEAEiGra9VYwZtk660pmbVaYadvtjvmodCcsO1S0YMhQQAiIQY2FwZ2VtaW5pIG11bWJhaeABAA!16s%2Fg%2F113jlf4vd?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Deutsche Bank,not found,not found,19.1542949,72.8529408,"https://www.google.com/maps/place/Deutsche+Bank/@19.0829325,72.3842372,9z/data=!4m10!1m2!2m1!1sDeutsche+Bank+mumbai!3m6!1s0x3be7b7b51f3eba57:0xfff8a8a037387573!8m2!3d19.1542949!4d72.8529408!15sChREZXV0c2NoZSBCYW5rIG11bWJhaSIDiAEBkgEEYmFua6oBhgEKDS9nLzExYmM1YmsxOWwKDS9nLzExZjl2eDJ2MngKDC9nLzFwdHZ0ZmNiYgoJL20vMDJsYzhzEAEqESINZGV1dHNjaGUgYmFuaygAMh4QASIaj_bj5eHsfCFu077Nyar-BzBKAwW3uyJotVQyGBACIhRkZXV0c2NoZSBiYW5rIG11bWJhaeABAA!16s%2Fg%2F1ttyv612?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Aurigo Software Technologies,"Level 6, Commerce@Mantri Building, 12/2, Bannerghatta Rd, NS Palya, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076",080 6254 2500,12.9120569,77.6002176,"https://www.google.com/maps/place/Aurigo+Software+Technologies/@19.0175225,67.7439548,6z/data=!4m10!1m2!2m1!1sAurigo+Software+Technologies+mumbai!3m6!1s0x3bae1460daaeaff1:0x84f1cbf2bd01318e!8m2!3d12.9120569!4d77.6002176!15sCiNBdXJpZ28gU29mdHdhcmUgVGVjaG5vbG9naWVzIG11bWJhaVolIiNhdXJpZ28gc29mdHdhcmUgdGVjaG5vbG9naWVzIG11bWJhaZIBEHNvZnR3YXJlX2NvbXBhbnmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTJkWEp0UVRSUlJSQUKqAXwKDS9nLzExYzU3azNmdzMQASogIhxhdXJpZ28gc29mdHdhcmUgdGVjaG5vbG9naWVzKAAyHhABIhraWHAL5jSKf3vjk6Umog2Y7Do-Cbx35PM1dTInEAIiI2F1cmlnbyBzb2Z0d2FyZSB0ZWNobm9sb2dpZXMgbXVtYmFp4AEA-gEECAAQSQ!16s%2Fg%2F11bztfw3cd?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Flex India,"Safal Pride Tower, Sion - Panvel Hwy, Dattaguru Society, Chembur, Mumbai, Maharashtra 400088",022 6765 7076,19.0458057,72.9151414,"https://www.google.com/maps/place/Flex+India/@19.0619911,72.8006745,12z/data=!4m10!1m2!2m1!1sFlexm+mumbai!3m6!1s0x3be7c60974f2e8bb:0x890eae341cc8ca78!8m2!3d19.0458057!4d72.9151414!15sCgxGbGV4bSBtdW1iYWmSARNlbGVjdHJvbmljc19jb21wYW55qgFAEAEqCSIFZmxleG0oADIfEAEiG-_gZaMBsDKuhwREQ8PG5BKdQ7aRfIaY6w4oVzIQEAIiDGZsZXhtIG11bWJhaeABAA!16s%2Fg%2F11bw5wzxsl?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Alpha Digital Corp,"3VXP+C2C, Safed Pul, Saki Naka, Mumbai, Maharashtra 400072",not found,19.0985731,72.8850052,"https://www.google.com/maps/place/Alpha+Digital+Corp/@19.1629938,72.7768372,12z/data=!4m10!1m2!2m1!1sDigital+Alpha+mumbai!3m6!1s0x3be7c9001d35e99f:0xaecedc42f1a686f!8m2!3d19.0985731!4d72.8850052!15sChREaWdpdGFsIEFscGhhIG11bWJhaZIBEGNvcnBvcmF0ZV9vZmZpY2WqAV8KDS9nLzExaDF5YmpscGgQASoRIg1kaWdpdGFsIGFscGhhKAAyHxABIhva1RRCcdgnfiLD9n2yRfaTobmume_TPIF99LAyGBACIhRkaWdpdGFsIGFscGhhIG11bWJhaeABAA!16s%2Fg%2F11v_09p1br?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Forbes & Company Limited,"Forbes Building, Charanjit Rai Marg, Azad Maidan, Fort, Mumbai, Maharashtra 400001",022 6135 8902,18.9365964,72.8324059,"https://www.google.com/maps/place/Forbes+%26+Company+Limited/@19.0252089,72.7546093,12z/data=!4m10!1m2!2m1!1sForbes+Advisor+mumbai!3m6!1s0x3be7d1dc19691cb9:0xa799057f23328762!8m2!3d18.9365964!4d72.8324059!15sChVGb3JiZXMgQWR2aXNvciBtdW1iYWlaFyIVZm9yYmVzIGFkdmlzb3IgbXVtYmFpkgEQY29ycG9yYXRlX29mZmljZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VObE1UZzNRMHhSRUFFqgFSEAEqEiIOZm9yYmVzIGFkdmlzb3IoADIfEAEiG-SvnFdQEH2_oZJrMy5-rkKHHt3HfuSdmW5nSTIZEAIiFWZvcmJlcyBhZHZpc29yIG11bWJhaeABAPoBBAgAEBA!16s%2Fg%2F11bv5t2gjy?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Forbes Center of Excellence (Forbes COE),not found,not found,19.1135334,72.8586558,"https://www.google.com/maps/place/Forbes+Center+of+Excellence+(Forbes+COE)/@18.9365964,72.6882103,12z/data=!4m10!1m2!2m1!1sForbes+Advisor+mumbai!3m6!1s0x3be7c964fbdc7809:0x291dd71a8d6dcf9e!8m2!3d19.1135334!4d72.8586558!15sChVGb3JiZXMgQWR2aXNvciBtdW1iYWmSARBjb3Jwb3JhdGVfb2ZmaWNlqgFSEAEqEiIOZm9yYmVzIGFkdmlzb3IoADIfEAEiG-SvnFdQEH2_oZJrMy5-rkKHHt3HfuSdmW5nSTIZEAIiFWZvcmJlcyBhZHZpc29yIG11bWJhaeABAA!16s%2Fg%2F11frqw6xh7?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Crimson,not found,022 6692 7574,19.133164,72.899455,"https://www.google.com/maps/place/Crimson/@19.1542033,72.8317468,13z/data=!4m10!1m2!2m1!1sCrimson+mumbai!3m6!1s0x3be7c7e483ff7bc5:0x1dea8a835fbe2df4!8m2!3d19.133164!4d72.899455!15sCg5Dcmltc29uIG11bWJhaVoQIg5jcmltc29uIG11bWJhaZIBCnJlc3RhdXJhbnSqAUMKCy9nLzF2NWsxZ3NnEAEyHhABIhrWaRZoo47KCRqK1TO6uLVLsVlrFX7nrvynZTISEAIiDmNyaW1zb24gbXVtYmFp4AEA!16s%2Fg%2F1v5k1gsg?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Larsen & Toubro,"Gate No, 1, Saki Vihar Rd, Krishna Nagar, Powai, Mumbai, Maharashtra 400072",022 6776 6776,19.1256677,72.8925517,"https://www.google.com/maps/place/Larsen+%26+Toubro/@19.083058,72.87894,11z/data=!4m10!1m2!2m1!1sLarsen+%26+Toubro+(L%26T)+mumbai!3m6!1s0x3be7c803e0c01eef:0x7deac84c1e76c153!8m2!3d19.1256677!4d72.8925517!15sChxMYXJzZW4gJiBUb3Vicm8gKEwmVCkgbXVtYmFpIgOIAQGSAQxtYW51ZmFjdHVyZXKqAXYKDS9nLzExYmM1dHRmdnQKCS9tLzA3cTRxbRABKhciE2xhcnNlbiAmIHRvdWJybyBsJnQoADIfEAEiG2KhhtDSyfupwvtrd470rFqifuAvfrtXqdyREjIeEAIiGmxhcnNlbiAmIHRvdWJybyBsJnQgbXVtYmFp4AEA!16s%2Fg%2F1thw55yg?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
JoinHub Pharma Pvt Ltd,"Iscon Cross Roads, A - 502, 5th Floor, Mondeal Heights, Sarkhej - Gandhinagar Hwy, nr. Novotel hotels, Ahmedabad, Gujarat 380015",097247 25604,23.023448,72.506988,"https://www.google.com/maps/place/JoinHub+Pharma+Pvt+Ltd/@19.0175225,67.7439548,6z/data=!3m1!5s0x395e9b3af53455c9:0xa005fb62b9d5e319!4m10!1m2!2m1!1sJoin+Hub+mumbai!3m6!1s0x395e9b89ec6ff65d:0xeeebce04664cb9cd!8m2!3d23.023448!4d72.506988!15sCg9Kb2luIEh1YiBtdW1iYWlaESIPam9pbiBodWIgbXVtYmFpkgEWcGhhcm1hY2V1dGljYWxfY29tcGFueZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSUExWQlVUR0puRUFFqgFFEAEqDCIIam9pbiBodWIoADIeEAEiGuDqfb1EJUzmEiubXydGaRkn4AwqUDzq1srNMhMQAiIPam9pbiBodWIgbXVtYmFp4AEA-gEECAAQLw!16s%2Fg%2F11q1vvjnrz?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Kores India Limited (Corporate),"301 ,302, Ashford Chambers, Lady Jamshedji Rd, Mahim West, Shivaji Park, Mumbai, Maharashtra 400016",022 6969 6800,19.0305618,72.8412549,"https://www.google.com/maps/place/Kores+India+Limited+(Corporate)/@19.0135489,72.8097106,14z/data=!4m10!1m2!2m1!1sCoursera+mumbai!3m6!1s0x115ae7cdd89b0539:0xa79d257d65de8e66!8m2!3d19.0305618!4d72.8412549!15sCg9Db3Vyc2VyYSBtdW1iYWlaESIPY291cnNlcmEgbXVtYmFpkgEQY29ycG9yYXRlX29mZmljZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydE9TMVI2VlhST1ZHd3pUVlZzY0ZreGNGUldiVnA1VFRGQ2VGZHNSUkFCqgFRCgovbS8wajlrYmJ6EAEqDCIIY291cnNlcmEoADIeEAEiGvCKw2lC9I0gvs_QZTWLMwvS5MbMexcnrutyMhMQAiIPY291cnNlcmEgbXVtYmFp4AEA-gEECDkQPg!16s%2Fg%2F1tv3m4h4?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Apollo Spectra Hospitals,"Famous Cine Labs 156, behind Everest Building, Tardeo, Mumbai, Maharashtra 400034",084484 40991,18.97071,72.8145189,"https://www.google.com/maps/place/Apollo+Spectra+Hospitals/@19.083058,72.87894,11z/data=!4m10!1m2!2m1!1sApollo.io+mumbai!3m6!1s0x3be7ce7190366d17:0x74b428b06265d818!8m2!3d18.97071!4d72.8145189!15sChBBcG9sbG8uaW8gbXVtYmFpWhIiEGFwb2xsbyBpbyBtdW1iYWmSARRzcGVjaWFsaXplZF9ob3NwaXRhbKoBSBABKg0iCWFwb2xsbyBpbygAMh8QASIb34snYBNKHlwsbb8W9Iz6t0sINC1eFehdCxUiMhQQAiIQYXBvbGxvIGlvIG11bWJhaeABAA!16s%2Fg%2F11b8c1c82t?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Apollo Finvest India Limited,not found,022 6223 1667,19.1403307,72.8336063,"https://www.google.com/maps/place/Apollo+Finvest+India+Limited/@18.97071,72.5261278,11z/data=!4m10!1m2!2m1!1sApollo.io+mumbai!3m6!1s0x3be7b6234eef3f09:0x9b859b2f218df065!8m2!3d19.1403307!4d72.8336063!15sChBBcG9sbG8uaW8gbXVtYmFpWhIiEGFwb2xsbyBpbyBtdW1iYWmSARBjb3Jwb3JhdGVfb2ZmaWNlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5zZWxwTVgxRkJFQUWqAUgQASoNIglhcG9sbG8gaW8oADIfEAEiG9-LJ2ATSh5cLG2_FvSM-rdLCDQtXhXoXQsVIjIUEAIiEGFwb2xsbyBpbyBtdW1iYWngAQD6AQQINBBI!16s%2Fg%2F11c59_4y3t?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Apollo HomeCare - Best Home Healthcare Services in Mumbai,"12th floor, A Wing, The Great Eastern Summit, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614",not found,19.0102964,73.035616,"https://www.google.com/maps/place/Apollo+HomeCare+-+Best+Home+Healthcare+Services+in+Mumbai/@18.97071,72.5261278,11z/data=!4m10!1m2!2m1!1sApollo.io+mumbai!3m6!1s0x3be7bfcdd33d5643:0xf50f0717a84c5334!8m2!3d19.0102964!4d73.035616!15sChBBcG9sbG8uaW8gbXVtYmFpWhIiEGFwb2xsbyBpbyBtdW1iYWmSARhob21lX2hlYWx0aF9jYXJlX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUktkMk5xVFdSQkVBRaoBUgoIL20vMDR2bXAQASoNIglhcG9sbG8gaW8oADIfEAEiG9-LJ2ATSh5cLG2_FvSM-rdLCDQtXhXoXQsVIjIUEAIiEGFwb2xsbyBpbyBtdW1iYWngAQD6AQQIKxAm!16s%2Fg%2F11sd1v0j0f?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Apollo Global Management,"Tower 4, NESCO IT Park, 14, 15, 16 Floor, South Wing A, Goregaon, Mumbai, Maharashtra 400063",not found,19.1514128,72.8543676,"https://www.google.com/maps/place/Apollo+Global+Management/@19.0102964,72.7472249,11z/data=!3m1!5s0x3be7c68efcac1b93:0x4020ac0af842f61d!4m10!1m2!2m1!1sApollo.io+mumbai!3m6!1s0x3be7b7df80c9b1b7:0xbf5aea9fb097f6be!8m2!3d19.1514128!4d72.8543676!15sChBBcG9sbG8uaW8gbXVtYmFpWhIiEGFwb2xsbyBpbyBtdW1iYWmSARBjb3Jwb3JhdGVfb2ZmaWNlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZY1dZdFFsRkJFQUWqAUgQASoNIglhcG9sbG8gaW8oADIfEAEiG9-LJ2ATSh5cLG2_FvSM-rdLCDQtXhXoXQsVIjIUEAIiEGFwb2xsbyBpbyBtdW1iYWngAQD6AQQIABAT!16s%2Fg%2F11s65cz59x?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Apollo Spectra Hospital,"2WW6+VCW, apollo spectra hospital, Ujagar Compund Opp. Deonar Bus Depot Main GAte, MBPT Colony, Best Colony, Chembur, Mumbai, Maharashtra 400088",084484 40991,19.047139,72.9110992,"https://www.google.com/maps/place/Apollo+Spectra+Hospital/@19.1514128,72.5659765,11z/data=!4m10!1m2!2m1!1sApollo.io+mumbai!3m6!1s0x3be7c6089a207511:0xf27685f9b71711fd!8m2!3d19.047139!4d72.9110992!15sChBBcG9sbG8uaW8gbXVtYmFpWhIiEGFwb2xsbyBpbyBtdW1iYWmSARRzcGVjaWFsaXplZF9ob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSNk4zUkROalIzUlJBQqoBSBABKg0iCWFwb2xsbyBpbygAMh8QASIb34snYBNKHlwsbb8W9Iz6t0sINC1eFehdCxUiMhQQAiIQYXBvbGxvIGlvIG11bWJhaeABAPoBBAhlEEw!16s%2Fg%2F1hc10l2dm?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Apollo Clinic,"Ground Floor, Eucharistic congress Building No. 1, 5, Convent street, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",022 2202 1122,18.923251,72.8313256,"https://www.google.com/maps/place/Apollo+Clinic/@19.1514128,72.5659765,11z/data=!4m10!1m2!2m1!1sApollo.io+mumbai!3m6!1s0x3be7d1c10607a41d:0x1e9efd7869b169f2!8m2!3d18.923251!4d72.8313256!15sChBBcG9sbG8uaW8gbXVtYmFpWhIiEGFwb2xsbyBpbyBtdW1iYWmSAQhob3NwaXRhbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSa00zWmZMVEJuUlJBQqoBSBABKg0iCWFwb2xsbyBpbygAMh8QASIb34snYBNKHlwsbb8W9Iz6t0sINC1eFehdCxUiMhQQAiIQYXBvbGxvIGlvIG11bWJhaeABAPoBBAhhEEw!16s%2Fg%2F1ptwf8fpt?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Prime Consultancy (Bhausaheb Shinde),"312, 3rd Floor, PRABHADEVI INDUSTRIAL ESTATE, Swatantryaveer Savarkar Rd, opp. Prabhadevi Siddhivinayak Temple, next to Domino's Pizza, Prabhadevi, Mumbai, Maharashtra 400025",022 2431 8955,19.0165692,72.82897,"https://www.google.com/maps/place/Prime+Consultancy+(Bhausaheb+Shinde)/@19.083058,72.87894,11z/data=!4m10!1m2!2m1!1sEuprime+Consulting+mumbai!3m6!1s0x3be7cec13e926b93:0xc7f95f20d6bad1fb!8m2!3d19.0165692!4d72.82897!15sChlFdXByaW1lIENvbnN1bHRpbmcgbXVtYmFpWhsiGWV1cHJpbWUgY29uc3VsdGluZyBtdW1iYWmSAQpjb25zdWx0YW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5mYUhOWE9YZDNSUkFCqgFvCgkvbS8wMm45anYKCC9tLzA0dm1wEAEqFiISZXVwcmltZSBjb25zdWx0aW5nKAAyHxABIhvgral_kS7p1fl2KPvE9fvvkLlQMrd3aUe6heMyHRACIhlldXByaW1lIGNvbnN1bHRpbmcgbXVtYmFp4AEA-gEECAAQJQ!16s%2Fg%2F1yg6nr1hs?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Online Training | Tableau | Python | Django | MySQL,"Green Lane, Anand Vihar, Sher E Punjab Colony, Andheri East, Mumbai, Maharashtra 400093",not found,19.1271979,72.8610038,"https://www.google.com/maps/place/Online+Training+%7C+Tableau+%7C+Python+%7C+Django+%7C+MySQL/@19.083058,72.87894,11z/data=!4m10!1m2!2m1!1sTableau+Software+mumbai!3m6!1s0x3be7c9f68a4acf47:0x8be297d399902350!8m2!3d19.1271979!4d72.8610038!15sChdUYWJsZWF1IFNvZnR3YXJlIG11bWJhaSIDiAEBWhkiF3RhYmxlYXUgc29mdHdhcmUgbXVtYmFpkgEPdHJhaW5pbmdfY2VudGVyqgFxCg0vZy8xMWNra3lzXzk1CgovbS8wMnM5azgwEAEqFCIQdGFibGVhdSBzb2Z0d2FyZSgAMh8QASIb9pnMzsPrG_wvVDbQMteLFgRv6a-lMdkRIrYEMhsQAiIXdGFibGVhdSBzb2Z0d2FyZSBtdW1iYWngAQA!16s%2Fg%2F11h5rq5tcb?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Advanced Bolting Solutions Pvt. Ltd.,"A, Plot No W116, TTC Industrial Area, MIDC Industrial Area, Kopar Khairane, Navi Mumbai, Maharashtra 400710",082828 29795,19.0948393,73.0193339,"https://www.google.com/maps/place/Advanced+Bolting+Solutions+Pvt.+Ltd./@19.083058,72.87894,11z/data=!4m10!1m2!2m1!1sAdvance+Innovation+Group+mumbai!3m6!1s0x3be7c0e13f10c127:0xfa2009825fe9c1b1!8m2!3d19.0948393!4d73.0193339!15sCh9BZHZhbmNlIElubm92YXRpb24gR3JvdXAgbXVtYmFpWiEiH2FkdmFuY2UgaW5ub3ZhdGlvbiBncm91cCBtdW1iYWmSARBjb3Jwb3JhdGVfb2ZmaWNlqgFmEAEqHCIYYWR2YW5jZSBpbm5vdmF0aW9uIGdyb3VwKAAyHxABIhvZmknyKgFf7EBSLt8BiKICr7PEyrWRylCSQYYyIxACIh9hZHZhbmNlIGlubm92YXRpb24gZ3JvdXAgbXVtYmFp4AEA!16s%2Fg%2F11b6yqtfw5?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Uplers,"Uplers House, Sattadhar Cross Rd, next to Kalasagar Mall, Shenbhai Nagar, Ahmedabad, Gujarat 380061",079 4032 4566,23.0655828,72.5316642,"https://www.google.com/maps/place/Uplers/@19.0175225,67.7439548,6z/data=!4m10!1m2!2m1!1sUplers+mumbai!3m6!1s0x395e9b4e7bc65c17:0x8881db708141e320!8m2!3d23.0655828!4d72.5316642!15sCg1VcGxlcnMgbXVtYmFpWg8iDXVwbGVycyBtdW1iYWmSARxidXNpbmVzc190b19idXNpbmVzc19zZXJ2aWNlqgFMCggvbS8wNHZtcBABKgoiBnVwbGVycygAMh8QASIb-_HJ-zpvwwAYL2h4im3uut9Dwhir8f2GjOKuMhEQAiINdXBsZXJzIG11bWJhaeABAA!16s%2Fg%2F11z4kccm9?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
Open Insights Solutions LLP,"Office no. 208, 2nd Floor, Regent Plaza Mall, Baner - Pashan Link Rd, Baner, Pune, Maharashtra 411045",not found,18.5523154,73.7930752,"https://www.google.com/maps/place/Open+Insights+Solutions+LLP/@19.0807089,71.7240005,8z/data=!3m1!5s0x3bc2bf2e6a0777f7:0xbc98384ae2c9340a!4m10!1m2!2m1!1sOpen+Insights+mumbai!3m6!1s0x3bc2b916edcef1a1:0x65ae6898b95ddb5e!8m2!3d18.5523154!4d73.7930752!15sChRPcGVuIEluc2lnaHRzIG11bWJhaZIBEHNvZnR3YXJlX2NvbXBhbnmqAVAQASoRIg1vcGVuIGluc2lnaHRzKAAyHxABIhvACbZFjMMGYbJBdidbcFp07LS6syiVq7iJp9gyGBACIhRvcGVuIGluc2lnaHRzIG11bWJhaeABAA!16s%2Fg%2F11g81d7mv0?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D"
